X,Y,OBJECTID,PARK_ASSET_ID,PARK_NAME,ADDRESS,WARD,DISTRICT,STATUS,FOUNTAIN_STYLE,CONDITION,OWNER,MATERIAL,MOUNT_TYPE,INSTALL_REPLACEDATE,DOG_BOWL,BOTTLE_FILLER,BOWL_TYPE,WATER_MAIN_ID,WATER_MAIN_LOCATION,COMMENTS,SE_ANNO_CAD_DATA,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,GLOBALID,VINYL_WRAP,VINYL_WRAP_TYPE
575524.3841,4781739.2153,106,162,Ancaster Senior Achievement Centre,622 Alberton Rd S,12,West,Off,,,Facilities,Other,,,,,,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,905b9c68-b7fd-4a5b-b590-bdd31210a7a0,,
588764.9885,4797356.9093,107,163,Flamborough Senior Centre,163 Dundas St E,12,West,Off,,,Facilities,Other,,,,,,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,59dd8bf7-8ddd-415f-bc37-563de5f281c7,,
595646.8608,4784518.5163,108,164,Mohawk Sports Park,1100 Mohawk Rd E,6,South,Off,Single Bowl,,Facilities,Metal,On Building,,No,No,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,290fd411-c2be-44f9-8f66-6d4d5f529186,,
595621.129,4784531.6408,109,165,Mohawk Sports Park,1100 Mohawk Rd E,6,South,Off,Single Bowl,,Facilities,Metal,On Building,,No,No,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,cd8652e7-bec1-4c0a-be24-0ab5f1b28609,,
592592.9147,4789110.7659,110,166,Carter Park,32 Stinson St,2,North,Off,Double Bowl Fountain,,Facilities,Metal,On Building,,No,No,Double Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,6bc5333e-952c-488e-bf6c-8072e3002d84,,
592375.9099,4789665.0703,111,167,Ferguson Station,244 King St E,2,North,Off,Single Bowl,,Parks,Metal,Stand-alone,,No,No,Single Bowl,,,leaking,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,e8c0aa30-be0d-496c-ac00-0547f612b90a,,
592522.5803,4788980.2363,112,168,Rail Trail Dog Park,180 Victoria Ave S,2,North,Off,Double Bowl Fountain with Dog Bowl and Water Bottle Filler,,Parks,Metal,Stand-alone,,Yes,Yes,Double Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,8071e574-8df2-41ea-9bd5-f9d87ee3e2ff,,
583085.6837,4786368.0838,113,169,Ancaster Square,300 Wilson St,12,West,Off,Single Bowl,,Facilities,Other,Stand-alone,,No,No,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,cf30176b-3232-4c0f-a9c1-be9f54ba8a29,,
591434.9558,4788836.1452,114,175,James Street Stairs,359 James St S,2,North,On,Single Bowl Fountain with Dog Bowl and Bottle Filler,Excellent,Parks,Metal,Stand-alone,2023/01/01 00:00:00+00,Yes,Yes,Single Bowl,,,Moved from St James Pl at James St S to base of James Street Stairs in 2023,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,e9bd5e53-fff1-4e06-b018-a2c7c3de8494,Yes,Monarch Butterfly
593843.0395,4783283.3158,115,191,Templemead Park,30 Independence Dr,6,South,Off,Single Bowl,,Parks,Concrete,Stand-alone,,No,No,Single Bowl,,,needing parts,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,1a2b8f6a-d43a-4e97-aa83-b0cd183b06c0,,
591085.7493,4783166.2651,116,192,Turner Park,312 Rymal Rd E,7,South,Off,Single Bowl with Dog Bowl and Water Bottle Filler,,Facilities,Metal,Stand-alone,,Yes,Yes,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,ec4cd91a-bd23-49aa-9e88-87acd63f0d2a,,
603084.9118,4785429.5152,117,193,Memorial Park,87 Glen Cannon Dr,10,East,Off,Bottle Filler in Building,,Facilities,Other,In Building,,No,Yes,,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,b9de862b-75c2-4294-afef-9d847780aa0e,,
596190.6094,4786573.1881,118,194,Margate Stairs,Mountain Brow Blvd at Margate Ave,6,South,Off,Single Bowl with Dog Bowl and Water Bottle Filler,,Parks,Metal,Stand-alone,,Yes,Yes,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,b20e024c-6b2b-4123-a58f-9852ee43ded6,Yes,Hummingbird
595433.6605,4788521.5147,119,195,Gage Park North,1000 Main St E,3,North,Off,Single Bowl Fountain with Dog Bowl and Bottle Filler,Excellent,Parks,Metal,Stand-alone,2023/01/01 00:00:00+00,Yes,Yes,Single Bowl,,,Moved from Delta Park in 2023,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,4372e34c-a393-4a65-9a75-aa763c621296,,
592917.3507,4790869.0785,120,196,Jackie Washington Rotary Park,368 Wellington St N,2,North,Off,Single Bowl,,Facilities,Other,On Building,,No,No,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,b13d340a-127d-4af1-8472-a09e0a73aa8c,,
591900.8824,4791854.1556,121,197,Pier 4 Park,64 Leander Dr,1,North,Off,Double Bowl Fountain,,Parks,Metal,Stand-alone,,No,No,Double Bowl,,,Needing Parts,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,6fcfcc1a-8565-423c-9552-786bf212e938,,
598202.6107,4781740.8865,122,198,Eringate Park,45 Shadyglen Dr,9,East,Off,Single Bowl,,Parks,Metal,Stand-alone,,No,No,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,a77b5190-d519-42d0-8c60-4261d457e297,,
592200.6881,4784987.3895,123,199,T.B. McQuesten Community Park,1199 Upper Wentworth St,7,South,Off,Single Bowl,,Facilities,Other,Stand-alone,,No,No,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,f46f735e-2de1-4e2a-b99f-ffd3386034ee,,
589796.5798,4786272.621,124,200,Captain Cornelius Park,150 Mountbatten Dr,8,South,Off,Single Bowl with Dog Bowl and Water Bottle Filler,,Parks,Metal,Stand-alone,,Yes,Yes,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,f0b83996-9eef-44ad-a7bb-c181a068f6f1,,
580732.0951,4785257.0005,125,201,Ancaster Aquatic Centre,47 Meadowbrook Dr,12,West,Off,,,Facilities,Other,,,,,,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,48642090-bd82-4327-aec9-c4cab53aabeb,,
606324.7607,4787387.0038,126,202,Waterford Park,10 Waterford Cres,10,East,Off,Single Bowl with Dog Bowl and Water Bottle Filler,,,Other,Stand-alone,,Yes,Yes,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,08826b0a-bab7-45b4-8f88-6c2fea054ecb,Yes,Bee and Flower
587554.4136,4787044.6901,127,203,Sir Allen Macnab Recreation Centre,145 Magnolia Dr,14,South,Off,,,Facilities,Other,,,,,,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,32bbc09d-2269-4629-97c2-6eaf63d49888,,
593513.115,4790739.1346,128,204,Keith Park,90 Burton St ,3,North,Off,Single Bowl with Dog Bowl and Water Bottle Filler,,Parks,Other,Stand-alone,,Yes,Yes,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,fde0cfce-8c89-409c-acde-6fde9cf4771c,Yes,Monarch Butterfly
599254.9019,4789303.5341,129,205,Woodward Park,589 Woodward Ave,4,East,Off,Single Bowl,,Facilities,Other,On Building,,No,No,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,791f74b7-a0c9-4752-beb8-c0140635263a,,
596039.4266,4789150.5385,130,206,East Kiwanis Place,236 Ottawa St N,3,North,Off,Single Bowl,,Parks,Metal,Stand-alone,,No,No,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,8d35a570-c194-4c2d-a40c-ec00f1b3fe8c,,
589537.4454,4790767.8366,131,207,Coronation Outdoor Pool,81 Macklin St N,1,North,Off,,,Facilities,Other,In Building ,,,,,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,ca4f6c4e-cb1a-468c-babc-0cafee4e04f5,,
582488.8476,4805371.1169,132,208,Carlisle Community Centre and Arena,1496 Centre Rd,15,West,Off,,,Facilities,Other,,,,,,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,2f539e88-d5d6-4103-9366-c2d8cd4d77a2,,
584157.459,4790879.6669,133,209,J.L. Grightmire Arena,35 Market St S,13,West,Off,,,Facilities,Other,,,,,,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,387d89ea-7edc-477d-a457-3e2797fb0ede,,
597692.8355,4782909.7385,134,210,Valley Park Arena,970 Paramount Dr,9,East,Off,,,Facilities,Other,,,,,,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,cfff1e7e-5e9f-4730-bcdf-02d160d31bdf,,
588881.0957,4790534.1115,135,212,Right of Way - 996 King St W,996 King St W,1,North,Off,Single Bowl,,Parks,Concrete,Stand-alone,,No,No,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,699e7839-5456-47ef-a4e4-6f66d064bb84,,
597422.2056,4785198.7949,136,213,Glen Castle Park ,30 Glen Castle Dr,5,East,Off,"""Shorty Green"" Single Bowl",,Parks,Metal,Stand-alone,,No,No,Shorty Green,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,9afe0943-fe08-4c96-9872-f9adea21139f,,
590225.7775,4789934.0904,137,214,Hill Street Park,13 Hill St,2,North,Off,Double Bowl Fountain,,Parks,Metal,Stand-alone,,No,No,Double Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,4332b9b5-6065-41c0-a78e-60d32290ba0e,,
593652.1193,4786279.9067,138,542,Macassa Park,777 Upper Sherman Ave,7,South,Under Construction,Single Bowl Fountain,,Parks,Metal,On Building,,No,Yes,Single Bowl,,,Planned,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,0ac848cb-3bdd-400b-aa03-c301bc1aa4d0,,
594497.7337,4786210.6077,139,551,Hampton Park,28 Lupin Ave,6,South,Under Construction,Single Bowl Fountain with Dog Bowl and Bottle Filler,,Parks,Metal,Stand-alone,,Yes,Yes,Single Bowl,,,Planned,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,b9c1cc5e-0cb2-4ea4-838d-d239e709b14d,,
586832.2269,4788619.0502,140,602,Scenic Park Natural Open Space,565 Aberdeen Ave,14,North,Under Construction,Single Bowl Fountain with Dog Bowl and Bottle Filler,Excellent,Parks,Metal,Stand-alone,,Yes,Yes,Single Bowl,,,"Most Dependable Fountains, 10155 SMSS ",,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,ea40923f-6832-4f7d-bf9f-c6436cb744dc,,
592707.6629,4792209.8251,141,642,Copps Pier Park,47 Discovery Dr,2,North,On,Single Bowl Fountain with Dog Bowl and Bottle Filler,Excellent,Parks,Metal,Stand-alone,2023/07/31 00:00:00+00,Yes,Yes,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,9f5d3dfd-ce40-4377-99e9-3f743086a5cd,,
595937.464,4789740.9388,142,184,Hayward Park ,13 Dalkeith Ave,3,North,Off,Single Bowl with Dog Bowl and Water Bottle Filler,,Parks,Other,Stand-alone,,Yes,Yes,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,6c6d69b6-f0ec-4577-a50a-9067ae9af513,Yes,Bee and Flower
595144.5957,4787968.1297,143,88,Gage Park South,1000 Main St E,3,North,Off,Single Bowl Fountain with Dog Bowl,,Parks,Metal,Stand-alone,,Yes,No,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,c497d5d5-8b3c-4c87-bd48-cc7d1b669675,Yes,Swallowtail Butterfly
596289.1212,4786104.2398,144,109,Rosedale Outdoor Pool,30 Greenhill Ave,3,North,Off,Single Bowl with Dog Bowl and Water Bottle Filler,,Parks,Other,Stand-alone,,Yes,Yes,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,27751a8e-2cd0-45cd-904f-9075ac3d6d55,,
588646.3033,4788715.9217,145,122,Chedoke Radial Trail - Beddoe Trailhead,120 Beddoe Dr,1,North,Off,Single Bowl with Dog Bowl and Water Bottle Filler,,Parks,Other,Stand-alone,,Yes,Yes,Single Bowl,,,,,OpenHamilton,2024/09/07 14:56:55.342+00,OpenHamilton,2024/09/07 14:56:55.342+00,3274ba10-6b77-4b9b-8077-c4a3e63505a5,Yes,Monarch Butterfly
